,acc,taxid,lineage
958461,MK249134,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
958569,MK249135,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
958677,MK249136,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
958785,MK249137,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
958893,MK249138,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
959001,MK249139,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
959109,MK249140,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
959217,MK249141,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
959325,MK249142,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
959433,MK249143,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
959541,MK249144,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
959649,MK249145,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
959757,MK249146,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
959865,MK249147,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
959973,MK249148,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
960081,MK249149,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
960189,MK249150,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
960297,MK249151,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
960405,MK249152,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
960513,MK249153,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
960621,MK249154,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
960729,MK249155,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
960837,MK249156,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
960945,MK249157,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
961053,MK249158,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
961161,MK249159,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
961269,MK249160,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
961377,MK249161,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
961485,MK249162,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
961593,MK249163,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
961701,MK249164,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
961809,MK249165,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
961917,MK249166,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
962025,MK249167,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
962133,MK249168,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
962241,MK249169,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
962349,MK249170,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
962457,MK249171,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
962565,MK249172,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
962673,MK249173,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
962781,MK249174,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
962889,MK249175,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
962997,MK249176,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
963105,MK249177,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
963213,MK249178,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
963321,MK249179,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
963429,MK249180,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
963537,MK249181,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
963645,MK249182,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
963753,MK249183,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
963861,MK249184,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
963969,MK249185,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
964077,MK249186,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
964185,MK249187,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
964293,MK249188,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
964401,MK249189,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
964509,MK249190,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
964617,MK249191,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
964725,MK249192,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
964833,MK249193,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
964941,MK249194,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
965049,MK249195,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
965157,MK249196,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
965265,MK249197,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
965373,MK249198,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
965481,MK249199,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
965589,MK249200,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
965697,MK249201,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
965805,MK249202,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
965913,MK249203,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
966021,MK249204,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
966129,MK249205,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
966237,MK249206,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
966345,MK249207,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
966453,MK249208,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
966561,MK249209,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
966669,MK249210,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
966777,MK249211,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
966885,MK249212,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
966993,MK249213,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
967101,MK249214,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
967209,MK249215,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
967317,MK249216,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
967425,MK249217,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
967533,MK249218,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
967641,MK249219,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
967749,MK249220,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
967857,MK249221,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
967965,MK249222,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
968073,MK249223,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
968181,MK249224,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
968289,MK249225,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
968397,MK249226,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
968505,MK249227,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
968613,MK249228,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
968721,MK249229,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
968829,MK249230,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
968937,MK249231,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
969045,MK249232,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
969153,MK249233,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
969261,MK249234,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
969369,MK249308,2500149,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Chivirus;Salmonella phage TS13
969370,MK249871,2500151,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Vibrio phage LP.2
969371,MK249872,2500150,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Vibrio phage LP.1
969372,MK250015,2491281,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Prevotella phage Lak-A1
969376,MK250016,2491281,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Prevotella phage Lak-A1
969380,MK250017,2491281,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Prevotella phage Lak-A1
969384,MK250018,2491281,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Prevotella phage Lak-A1
969388,MK250019,2491282,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Prevotella phage Lak-A2
969389,MK250020,2491283,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Prevotella phage Lak-B1
969390,MK250021,2491284,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Prevotella phage Lak-B2
969391,MK250022,2491285,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Prevotella phage Lak-B3
969392,MK250023,2491286,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Prevotella phage Lak-B4
969393,MK250024,2491287,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Prevotella phage Lak-B5
969394,MK250025,2491288,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Prevotella phage Lak-B6
969395,MK250026,2491289,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Prevotella phage Lak-B7
969396,MK250027,2491290,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Prevotella phage Lak-B8
969397,MK250028,2491291,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Prevotella phage Lak-B9
969398,MK250029,2491292,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Prevotella phage Lak-C1
969399,MK250904,2500148,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;Kayvirus;Staphylococcus phage VB-SavM-JYL02
969400,MK257719,2500561,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Friunavirus;Acinetobacter phage vB_AbaP_APK2
969401,MK257720,2500562,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Friunavirus;Acinetobacter phage vB_AbaP_APK2-2
969402,MK257721,2500565,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Friunavirus;Acinetobacter phage vB_AbaP_APK92
969403,MK257722,2500563,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Friunavirus;Acinetobacter phage vB_AbaP_APK32
969404,MK257723,2500564,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Friunavirus;Acinetobacter phage vB_AbaP_APK37
969405,MK257744,2494333,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Thermus phage YS40_Isch
969406,MK268344,2500169,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Salmonella phage Munch
969407,MK268686,2500558,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;Kochikohdavirus;Enterococcus phage vB_EfaH_EF1TV
969408,MK278859,2500826,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Friunavirus;Acinetobacter phage AbKT21phiIII
969409,MK278860,2500827,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Acinetobacter phage AbTZA1
969410,MK278861,2500828,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Drexlerviridae;Webervirus;Klebsiella virus KpKT21phi1
969411,MK279840,2499043,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Mapvirus;Mycobacterium phage JacoRen57
969412,MK279841,2499072,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Hiyaavirus;Streptomyces virus Hiyaa
969413,MK279842,2499054,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Marvinvirus;Mycobacterium phage Raela
969414,MK279843,2499033,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage CamL
969415,MK279844,2498999,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;Arthrobacter phage ChewChew
969416,MK279845,2499000,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;Arthrobacter phage Cholula
969417,MK279846,2499036,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Cosmolli16
969418,MK279847,2499001,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;Arthrobacter phage CristinaYang
969419,MK279848,2499023,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Gordonia phage Dorito
969420,MK279849,2499038,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Omegavirus;Mycobacterium phage Duke13
969421,MK279850,2499039,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Durga
969422,MK279851,2499002,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;Arthrobacter phage Eunoia
969423,MK279852,2499040,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Fringe
969424,MK279853,2499024,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Bendigovirus;Gordonia phage Gray
969425,MK279854,2499003,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;Arthrobacter phage GreenHearts
969426,MK279855,2499041,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Haleema
969427,MK279856,2499005,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;Arthrobacter phage Huckleberry
969428,MK279857,2499042,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage IronMan
969429,MK279858,2499044,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage JakeO
969430,MK279859,2499045,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Kwadwo
969431,MK279860,2499006,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;Arthrobacter phage Lasagna
969432,MK279861,2499046,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Legolas
969433,MK279862,2499007,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;Arthrobacter phage Lennox
969434,MK279863,2499008,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;Arthrobacter phage Litotes
969435,MK279864,2499048,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Mag7
969436,MK279865,2499049,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Mecca
969437,MK279866,2499047,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage MRabcd
969438,MK279867,2499010,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;Arthrobacter phage Nancia
969439,MK279868,2499011,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;Arthrobacter phage OMalley
969440,MK279869,2499012,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;Arthrobacter phage OurGirlNessie
